年级,院系名称,院系号,专业名称,修读类型,方案名称,方案计划号,课程总门数,课程总学分,要求总学分,课程总学时,学制类型,学科目录,主要课程
2020,文学与新闻学院,104,汉语言文学（基地班）,主修,汉语言文学（基地班）培养方案,8129,91,221,156,3716,本科（四年制）,文学,中华文化、中国古代文学、中国现代文学、中国当代文学、外国文学、比较文学、古代汉语、现代汉语、文学理论、美学、语言学概论、写作理论与实践、文化人类学、古典文献学、文化原典导读、影视艺术概论、传播学概论
2020,文学与新闻学院,104,汉语言文学（古文字方向）（强基计划）,主修,汉语言文学（古文字方向）（强基计划）培养方案,8284,89,220,152,3764,本科（四年制）,文学,
2020,文学与新闻学院,104,汉语言文学（拔尖计划）,主修,汉语言文学（拔尖计划）培养方案,8313,89,220,164,3764,本科（四年制）,文学,
2020,文学与新闻学院,104,汉语国际教育,主修,汉语国际教育培养方案,8152,81,201,154,3396,本科（四年制）,文学,中华文化、古代汉语、现代汉语、文学理论、比较文学、对外汉语教学概论、中国古代文学、中国现代文学、中国当代文学、中国文化概论、外国文化概论、英语听说、英语写作、外国文学、文化原典导读
2020,文学与新闻学院,104,新闻传播学类,主修,新闻传播学类培养方案,8128,36,82,160,1396,本科（四年制）,文学,
2020,文学与新闻学院,104,新闻学,主修,新闻学培养方案,8017,67,162,158,2772,本科（四年制）,文学,新闻学概论、马克思主义新闻观理论与实践、深度报道研讨、新闻编辑、新闻采访、新闻评论、新闻摄影、新闻写作、新媒体概论、新闻出版法律法规、新闻传播技术基础、中国新闻传播史、外国新闻传播史、媒介批评、媒体产业经营、中国当代新闻、国情教育
2020,文学与新闻学院,104,广告学,主修,广告学培养方案,8162,71,174,165,3028,本科（四年制）,文学,广告美术基础、广告策划、广告摄影、广告市场调查、广告文案、广告营销学、广告与设计史、品牌营销、平面广告设计、数字广告设计、国情教育
2020,文学与新闻学院,104,网络与新媒体,主修,网络与新媒体培养方案,8104,76,185,170,3156,本科（四年制）,,新媒体概论、新媒体艺术、新媒体与中国传统文化艺术、用户调研与数据分析、网络社会心理学、传播效果理论基础、网络与新媒体信息采编、新媒体产业经济、数字媒体编程基础、Web软件开发技术、网络与新媒体产品策划、文化产业与新媒体应用、移动媒体软件开发、全媒体整合传播、新闻学概论、传播学概论、国情教育
2020,外国语学院,105,英语,主修,英语培养方案,8182,111,238,150,4090,本科（四年制）,文学,
2020,外国语学院,105,英语（双学位）,辅修,英语（辅修学位）培养方案,9496,29,76,56,1216,双学位（二年半制）,,
2020,外国语学院,105,俄语,主修,俄语培养方案,8183,80,190,150,3380,本科（四年制）,文学,基础俄语、俄语视听、俄语精读、俄译汉、汉译俄、俄苏文学史、俄罗斯国情、俄语写作、现代俄语理论、第二外语
2020,外国语学院,105,法语,主修,法语培养方案,8058,75,174,150,3028,本科（四年制）,文学,外国语文导论、综合法语、法语听力、法语会话、法语写作、法语国家文学、法汉笔译、法汉口译、第二外国语
2020,外国语学院,105,西班牙语,主修,西班牙语培养方案,8184,74,165,150,3156,本科（四年制）,文学,1、通识教育：包括公共基础课（思想政治课、计算机、体育等）和通识模块课程（中华文化等）。2、专业核心课程专业核心课程分为外语技能课程和专业知识课程。外语技能课程包括听、说、读、写、译等方面的课程，主要有初级西班牙语、中级西班牙语、高级西班牙语、西班牙语口语、西班牙语听力、西班牙语阅读、西班牙语报刊选读、西班牙语基础写作、笔译理论与实践、口译理论与实践。专业知识课程包括语言、文学与文化的基础课程，以及论文写作与基本研究方法课程，主要有西班牙语语法、西班牙国家概况、拉丁美洲国家概况、西班牙文学、拉美文学、西班牙语学术写作等。3、实践与创新教育阶段：包括毕业论文、国际周、校外专家授课、专业实习、课外实践活动、社会实践活动、国际交流等。
2020,外国语学院,105,日语,主修,日语培养方案,8063,74,172,150,2996,本科（四年制）,文学,基础日语、日语视听、日语会话、日语写作、日本文化、日本文学史、日汉对译、商务日语、第二外语
2020,外国语学院,105,日语（双学位）,辅修,日语（辅修学位）培养方案,9497,16,60,60,1020,双学位（二年半制）,,
2020,历史文化学院（旅游学院、考古文博学院）,106,历史学类,主修,历史学类培养方案,8064,32,70,160,1208,本科（四年制）,历史学,
2020,历史文化学院（旅游学院、考古文博学院）,106,历史学（基地班）,主修,历史学（基地班）培养方案,8004,145,308,160,5118,本科（四年制）,历史学,中国通史、世界通史、史学概论、中国历史要籍介绍及选读、外国历史要籍介绍及选读、中国史学史、西方史学史
2020,历史文化学院（旅游学院、考古文博学院）,106,历史学,主修,历史学培养方案,8186,127,273,160,4626,本科（四年制）,历史学,中国通史、世界通史、史学概论、中国历史要籍介绍及选读、外国历史要籍介绍及选读、中国史学史、西方史学史
2020,历史文化学院（旅游学院、考古文博学院）,106,历史学（双学位）,辅修,历史学（辅修学位）培养方案,9498,17,60,60,960,双学位（二年半制）,,
2020,历史文化学院（旅游学院、考古文博学院）,106,历史学（强基计划）,主修,历史学（强基计划）培养方案,8286,142,317,165,5326,本科（四年制）,,
2020,历史文化学院（旅游学院、考古文博学院）,106,历史学（拔尖计划）,主修,历史学（拔尖计划）培养方案,8314,141,315,165,5294,本科（四年制）,历史学,
2020,历史文化学院（旅游学院、考古文博学院）,106,考古学,主修,考古学培养方案,8188,73,168,160,2868,本科（四年制）,历史学,考古学导论、考古学与文明史、中国考古学1、中国考古学2、中国考古学3、中国考古学4、考古技术、田野考古概论、考古目录学、考古学史、文物保护概论、文化遗产概论、博物馆学概论
2020,历史文化学院（旅游学院、考古文博学院）,106,考古学（双学位）,辅修,考古学（辅修学位）培养方案,9499,14,62,62,992,双学位（二年半制）,,
2020,历史文化学院（旅游学院、考古文博学院）,106,文物与博物馆学,主修,文物与博物馆学培养方案,8189,77,181,160,3076,本科（四年制）,历史学,考古学导论、考古学与文明史、文物保护概论、文化遗产概论、中国考古学、博物馆学概论、博物馆藏品保护管理、博物馆展陈、博物馆营销、中国古代美术史
2020,历史文化学院（旅游学院、考古文博学院）,106,历史学类（强基计划）,主修,历史学类（强基计划）培养方案,8425,32,71,160,1288,本科（四年制）,,
2020,历史文化学院（旅游学院、考古文博学院）,106,旅游管理,主修,旅游管理培养方案,8190,96,202,160,3476,本科（四年制）,管理学,饭店管理、商务统计学、项目管理（全英文）、消费者行为学、会计学、产业经济学、财务管理、旅游市场营销、旅游规划与资源开发、旅游与休闲研究方法、旅游心理学、导游学、旅游文化学（全英文）、旅行社经营管理、旅游与酒店商务沟通（全英文）
2020,历史文化学院（旅游学院、考古文博学院）,106,会展经济与管理,主修,会展经济与管理培养方案,8191,88,181,160,3140,本科（四年制）,管理学,管理学原理、微观经济学、宏观经济学、产业经济学、市场营销学、消费者行为学、商务统计学、项目管理、会展概论、会议需求与策划、展览策划与组织、节庆活动策划与管理、企业参展原理
2020,历史文化学院（旅游学院、考古文博学院）,106,旅游管理类,主修,旅游管理类培养方案,8065,33,68,160,1236,本科（四年制）,管理学,
2020,马克思主义学院,107,马克思主义理论,主修,马克思主义理论培养方案,8187,26,33,150,708,本科（四年制）,,
2020,国际关系学院,108,国际政治,主修,国际政治培养方案,8022,88,189,160,3204,本科（四年制）,法学,政治学原理、国际政治概论、国际关系概论、国际关系史、西方政治思想史、中国政府与政治、外交学、国际政治研究方法、西方国际关系理论、比较政治学、国际法（公法）、国际政治经济学、美国政治与外交、“一带一路”与全球治理专题研究
2020,哲学系,109,哲学,主修,哲学培养方案,8244,83,179,164,3111,本科（四年制）,,
2020,哲学系,109,哲学（辅修）,辅修,哲学（辅修学位）培养方案,9503,20,60,60,972,双学位（二年半制）,,
